date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
19991224,0.0,1.7,-7.9,-1.8,-14.1,7.01
19991225,1.1,0.3,-6.4,-1.1,-8.9,2.77
19991226,0.4,0.7,-7.7,-2.3,-12.8,6.95
19991227,0.0,1.3,-13.6,-8.7,-16.6,7.11
19991228,0.1,0.7,-13.5,-8.5,-18.4,6.97
19991229,0.0,1.0,-9.6,-5.6,-12.4,6.0
19991230,0.5,0.7,-7.4,-2.9,-11.9,2.73
19991231,10.0,0.0,-7.3,-3.1,-9.1,2.2
20000101,0.4,0.3,-12.0,-7.1,-14.1,4.06
20000102,4.0,0.3,-11.0,-8.3,-14.0,2.22
20000103,13.8,1.0,-6.4,-4.7,-8.5,2.23
20000104,0.9,1.0,-15.1,-8.4,-17.5,6.6
20000105,0.2,0.7,-21.1,-17.2,-23.3,3.82
20000106,0.1,0.3,-21.7,-17.2,-24.6,6.35
20000107,0.0,1.0,-16.9,-13.8,-20.7,5.83
20000108,0.0,1.0,-15.3,-13.3,-16.9,6.18
20000109,4.8,0.3,-9.2,-3.7,-17.9,2.32
20000110,2.7,1.0,-8.7,-6.2,-11.0,7.22
20000111,0.5,0.7,-13.7,-9.6,-16.6,7.18
20000112,0.1,0.3,-14.0,-10.3,-16.6,8.12
20000113,0.1,1.7,-16.5,-9.6,-20.2,6.23
20000114,0.0,0.7,-13.1,-9.8,-16.7,8.73
20000115,0.0,0.7,-16.4,-11.1,-18.2,8.3
20000116,0.0,1.7,-16.9,-10.3,-20.6,7.61
20000117,0.0,1.7,-15.9,-12.3,-18.8,7.93
20000118,0.0,0.7,-16.9,-12.6,-19.4,8.16
20000119,0.1,1.0,-12.5,-6.5,-18.0,4.67
20000120,0.1,0.3,-10.0,-6.5,-12.6,4.37
20000121,0.2,0.7,-11.8,-8.2,-14.0,8.45
20000122,0.0,1.3,-14.1,-11.1,-16.4,7.4
20000123,0.1,1.3,-14.8,-11.7,-19.5,6.42
20000124,0.0,1.0,-14.4,-10.1,-17.5,7.27
20000125,0.1,0.7,-14.7,-10.6,-17.6,8.14
20000126,0.0,1.7,-14.0,-8.4,-17.3,9.11
20000127,0.0,0.7,-14.2,-11.0,-17.0,9.83
20000128,0.0,1.3,-15.2,-11.5,-18.3,8.2
20000129,0.0,1.0,-14.1,-9.2,-16.6,7.91
20000130,0.0,1.7,-15.5,-10.8,-19.3,9.84
20000131,0.0,1.3,-13.4,-8.7,-18.2,7.32
20000201,0.0,1.0,-10.4,-6.6,-14.4,9.37
20000202,0.0,1.0,-12.0,-8.2,-15.1,9.47
20000203,0.0,0.7,-10.1,-6.0,-12.5,10.32
20000204,0.0,1.7,-9.3,-4.8,-13.8,8.89
20000205,0.0,0.3,-4.3,-0.4,-7.9,10.92
20000206,0.1,1.3,-8.5,-4.2,-12.0,6.52
20000207,0.0,0.3,-7.9,-3.1,-12.3,11.04
20000208,0.0,0.3,-8.3,-4.4,-12.3,10.85
20000209,0.0,1.0,-9.3,-5.1,-12.7,10.36
20000210,0.0,1.0,-5.8,2.1,-12.1,11.48
20000211,2.0,1.0,-4.8,-1.4,-6.6,4.43
20000212,0.1,1.0,-7.1,-4.3,-10.2,10.47
20000213,0.1,1.0,-11.5,-6.8,-13.9,8.7
20000214,0.1,1.3,-10.6,-6.9,-12.6,9.11
20000215,0.3,1.3,-10.0,-6.0,-12.9,12.38
20000216,0.1,0.3,-5.0,-0.4,-10.4,4.17
20000217,4.2,0.7,-3.8,-1.5,-6.4,7.57
20000218,0.0,1.7,-7.3,-1.7,-10.9,13.08
20000219,0.0,1.3,-8.5,-3.9,-11.1,13.76
20000220,0.1,1.0,-9.2,-6.1,-12.3,6.37
20000221,6.1,0.3,-8.3,-7.0,-9.1,3.88
20000222,0.2,1.3,-10.7,-8.6,-12.5,3.93
20000223,0.0,1.0,-10.1,-5.5,-14.5,14.29
20000224,0.1,2.0,-13.7,-9.3,-18.1,13.51
20000225,0.0,1.0,-12.8,-6.7,-16.4,13.87
20000226,0.0,0.7,-10.8,-6.2,-14.7,14.46
20000227,0.0,1.7,-12.2,-8.0,-16.0,14.95
20000228,0.0,1.0,-6.4,1.6,-12.3,14.97
20000229,0.0,0.7,-5.4,-0.7,-12.1,13.56
20000301,2.0,1.7,-2.7,0.3,-4.6,9.25
20000302,0.0,2.0,-6.9,-2.1,-9.6,15.73
20000303,0.0,1.0,-6.8,-2.4,-10.4,16.11
20000304,0.0,1.3,-6.9,-2.9,-10.3,16.74
20000305,0.0,1.3,-7.0,-3.8,-10.3,15.41
20000306,0.0,1.3,-5.5,-0.4,-9.4,13.43
20000307,0.0,1.7,-2.5,1.1,-5.9,16.29
20000308,0.0,0.7,-1.7,1.6,-4.9,14.67
20000309,0.0,1.3,-1.1,3.6,-4.9,16.69
20000310,0.0,2.0,-1.5,1.7,-4.4,16.57
20000311,0.0,0.7,-0.1,4.6,-3.6,17.22
20000312,0.0,1.3,0.3,5.2,-3.7,17.87
20000313,0.0,1.3,0.6,4.5,-3.1,18.01
20000314,0.0,1.0,1.2,6.2,-2.6,18.28
20000315,0.0,1.7,1.9,7.2,-2.1,18.15
20000316,0.0,1.3,2.6,7.0,-0.7,17.62
20000317,0.1,3.7,3.4,5.6,2.1,11.61
20000318,0.1,2.0,2.7,6.6,-1.2,19.22
20000319,0.9,1.3,1.1,4.0,0.0,7.75
20000320,2.1,2.7,-0.2,1.7,-0.9,6.19
20000321,0.9,3.0,-1.5,2.7,-4.7,18.67
20000322,0.0,2.0,0.7,5.8,-3.7,19.49
20000323,0.0,2.0,2.6,8.1,-2.6,20.31
20000324,0.0,2.0,4.9,10.7,-0.8,20.72
20000325,0.0,1.7,7.8,14.1,3.3,20.15
20000326,0.0,2.0,11.5,19.0,4.0,20.7
20000327,0.0,1.3,13.2,19.7,7.9,19.56
20000328,3.5,2.7,8.6,17.0,5.9,5.8
20000329,0.1,2.0,6.2,9.3,3.7,11.83
20000330,0.0,2.7,7.5,12.4,2.5,18.63
20000331,0.0,1.3,10.6,15.7,6.4,14.29
20000401,0.0,2.3,13.3,22.0,5.7,22.03
20000402,0.0,1.7,14.5,18.5,9.9,19.54
20000403,0.0,2.3,13.8,18.8,8.6,21.84
20000404,0.0,1.0,14.1,20.9,7.7,22.4
20000405,0.0,2.0,14.7,20.5,8.7,22.81
20000406,0.0,2.0,16.1,22.1,9.1,20.71
20000407,0.0,2.0,15.2,21.2,10.3,19.19
20000408,1.8,2.7,12.4,17.8,8.4,21.52
20000409,0.0,2.3,13.9,21.2,6.0,23.12
20000410,0.0,3.7,17.7,23.3,14.9,22.33
20000411,1.6,1.7,12.6,19.2,9.4,6.5
20000412,0.0,1.3,10.2,16.1,4.3,23.14
20000413,0.0,1.0,12.6,20.1,4.6,22.79
20000414,0.0,3.7,17.2,21.7,14.6,23.04
20000415,0.0,2.0,16.6,21.8,11.7,16.13
20000416,0.0,2.7,17.1,22.4,13.2,21.25
20000417,10.9,2.0,12.7,20.2,10.4,17.36
20000418,2.1,2.3,13.0,17.9,8.6,23.28
20000419,0.0,1.0,15.9,23.0,9.6,24.91
20000420,0.0,0.7,16.9,23.4,9.9,25.01
20000421,0.0,1.7,18.0,25.1,10.4,24.94
20000422,0.1,1.7,17.4,23.7,14.7,6.99
20000423,0.0,3.7,17.5,22.8,13.1,24.03
20000424,0.0,1.0,18.2,24.7,10.3,25.52
20000425,0.0,2.0,19.0,25.9,11.1,24.82
20000426,0.0,1.7,20.6,27.5,13.6,22.24
20000427,0.1,4.0,18.3,25.2,17.1,20.26
20000428,0.0,1.0,13.8,20.7,6.9,24.91
20000429,0.0,0.0,17.5,26.4,9.9,25.3
20000430,0.0,0.7,19.8,25.6,15.2,18.4
20000501,0.1,1.3,19.4,25.1,14.4,25.29
20000502,0.1,3.0,18.8,24.3,15.2,22.18
20000503,0.1,1.0,20.7,25.2,14.9,17.14
20000504,0.1,1.3,21.1,28.2,13.5,26.77
20000505,0.0,1.0,24.9,32.8,18.3,25.24
20000506,4.6,3.0,10.4,30.8,5.6,9.93
20000507,0.0,1.0,12.2,19.3,5.7,26.01
20000508,0.0,2.0,16.6,22.2,8.7,20.29
20000509,0.1,1.0,21.7,30.5,12.9,23.72
20000510,0.7,2.3,21.6,27.8,16.5,27.96
20000511,0.0,1.3,23.4,31.1,15.3,18.66
20000512,3.4,2.0,19.1,27.8,16.2,20.16
20000513,2.7,1.3,17.9,22.9,14.1,26.19
20000514,0.0,2.0,17.9,23.9,13.2,21.87
20000515,0.0,0.0,18.8,25.1,11.6,29.53
20000516,0.0,1.7,21.9,28.9,13.4,29.91
20000517,0.0,0.7,23.4,32.2,14.5,28.98
20000518,0.0,0.7,28.1,35.0,20.2,28.38
20000519,0.0,1.7,27.3,33.9,22.0,28.91
20000520,0.1,1.0,27.3,32.5,22.7,25.53
20000521,0.0,0.7,27.8,35.7,19.4,27.2
20000522,1.1,1.0,22.0,33.6,18.2,10.27
20000523,0.0,0.7,18.9,22.2,14.6,16.01
20000524,0.0,1.0,21.1,27.6,15.7,30.09
20000525,0.0,1.7,22.8,30.5,14.9,27.83
20000526,0.1,2.3,23.3,28.8,20.1,18.21
20000527,0.1,1.3,21.5,26.7,17.2,22.82
20000528,2.7,2.0,18.0,25.4,13.1,30.87
20000529,0.0,0.7,21.9,28.1,13.1,26.81
20000530,0.0,1.0,24.3,29.2,17.0,22.57
20000531,0.0,1.0,25.2,31.0,18.7,29.32
20000601,0.6,2.0,22.8,30.9,17.9,19.5
20000602,0.6,2.7,20.6,25.3,17.7,19.68
20000603,0.1,3.0,18.8,25.3,13.2,23.31
20000604,0.7,0.7,15.8,22.5,12.4,11.01
20000605,0.0,0.7,19.5,24.7,14.6,28.11
20000606,0.0,0.7,22.8,30.2,15.9,31.58
20000607,0.0,1.7,26.0,34.2,18.8,28.3
20000608,0.0,1.7,28.5,35.4,19.5,30.78
20000609,0.1,2.3,27.7,33.9,24.7,20.27
20000610,0.1,1.7,21.0,28.4,19.8,10.09
20000611,12.7,1.7,15.7,20.9,13.4,8.29
20000612,8.4,1.0,15.6,19.7,11.5,14.05
20000613,0.0,1.3,20.5,27.8,13.7,31.0
20000614,0.0,1.0,24.0,30.7,16.7,31.01
20000615,0.0,2.0,24.8,30.4,20.1,29.86
20000616,0.0,1.0,26.5,32.4,20.3,31.34
20000617,0.0,4.0,26.4,31.9,21.1,26.25
20000618,0.1,2.3,23.1,28.9,18.0,15.88
20000619,0.0,1.0,24.6,31.4,17.4,31.02
20000620,0.0,1.3,26.6,32.3,20.5,24.77
20000621,0.1,1.7,27.6,33.3,21.2,28.87
20000622,0.7,1.0,26.5,32.0,23.5,22.95
20000623,0.1,2.0,25.7,30.9,21.8,19.99
20000624,0.0,2.7,27.1,33.3,20.4,31.0
20000625,0.0,2.0,28.0,33.2,22.8,30.66
20000626,0.0,1.7,29.2,36.2,22.1,29.33
20000627,1.3,3.0,30.8,37.4,24.3,30.47
20000628,0.0,1.7,32.2,38.6,24.8,29.64
20000629,0.1,1.7,29.7,37.0,27.5,12.06
20000630,3.4,1.0,25.0,30.0,19.9,16.98
20000701,0.6,1.3,27.1,32.2,21.2,25.66
20000702,0.2,3.3,26.2,33.4,21.9,25.64
20000703,15.5,0.7,21.1,26.1,17.2,19.4
20000704,0.0,1.0,21.8,27.2,16.6,30.53
20000705,0.0,1.0,24.5,30.5,18.1,30.34
20000706,0.0,1.3,26.3,33.2,19.3,30.81
20000707,0.0,1.7,28.4,35.8,21.0,30.62
20000708,0.0,0.7,31.6,38.2,25.7,25.2
20000709,0.0,1.0,31.8,39.0,24.2,30.73
20000710,0.0,1.7,32.2,40.4,23.8,30.21
20000711,0.0,0.3,33.4,39.4,28.7,28.55
20000712,0.0,1.0,30.9,37.2,25.7,27.71
20000713,0.1,1.0,27.6,34.3,24.5,20.82
20000714,0.0,0.7,28.9,35.5,22.1,27.97
20000715,0.1,1.7,26.2,34.2,23.8,10.51
20000716,0.3,1.0,25.7,31.5,20.9,27.41
20000717,0.3,1.0,24.5,30.4,21.8,10.14
20000718,1.0,2.0,21.5,26.4,18.3,20.51
20000719,0.0,2.3,24.8,30.1,21.1,26.81
20000720,0.0,1.0,27.7,33.2,22.4,30.01
20000721,0.0,1.7,29.3,34.7,23.7,21.06
20000722,0.1,0.7,27.8,34.4,25.5,9.2
20000723,0.1,0.7,26.1,29.1,24.4,7.88
20000724,0.0,1.7,25.7,30.6,21.9,11.41
20000725,0.1,1.3,25.5,27.8,23.5,7.83
20000726,0.1,0.3,25.5,31.1,19.7,29.72
20000727,0.0,2.3,25.3,31.2,20.0,29.83
20000728,0.0,1.0,25.6,33.1,17.5,29.77
20000729,0.0,0.0,26.5,33.6,20.8,20.56
20000730,0.1,1.3,28.8,34.6,24.6,21.16
20000731,0.1,2.7,29.1,33.8,25.1,28.31
20000801,0.0,2.3,29.6,34.7,24.7,22.98
20000802,0.5,1.3,24.8,32.2,20.3,18.29
20000803,0.0,1.3,25.6,32.3,20.8,22.39
20000804,10.7,1.0,22.2,27.1,18.8,7.53
20000805,0.1,1.0,25.3,31.3,19.7,25.93
20000806,0.0,0.3,27.4,34.3,20.4,27.29
20000807,0.0,0.0,29.5,37.3,22.0,27.06
20000808,0.0,1.7,30.9,38.9,23.3,26.2
20000809,0.0,1.0,32.4,38.4,26.9,23.92
20000810,0.1,1.7,25.1,35.9,22.0,15.5
20000811,6.5,2.0,21.2,25.9,16.9,14.51
20000812,0.0,1.3,21.8,26.8,16.8,25.27
20000813,0.0,1.3,24.1,31.6,16.3,26.29
20000814,0.0,1.0,25.7,34.0,18.0,25.9
20000815,0.1,0.0,28.3,33.3,23.4,20.05
20000816,0.0,1.0,27.5,33.5,20.8,25.73
20000817,0.0,1.7,26.0,33.6,20.7,22.55
20000818,0.1,3.3,24.0,31.7,20.5,7.01
20000819,1.3,0.7,21.3,25.9,17.2,14.06
20000820,0.0,0.7,23.1,29.6,18.0,24.3
20000821,0.0,1.0,24.8,32.3,17.0,24.82
20000822,0.0,0.3,26.5,32.1,22.1,21.37
20000823,0.0,3.3,26.4,35.8,19.8,23.11
20000824,5.2,0.0,20.7,30.1,16.7,9.49
20000825,0.0,1.0,21.1,27.6,15.8,24.75
20000826,0.0,0.7,22.3,29.6,15.3,24.49
20000827,0.0,0.0,23.8,32.1,16.2,24.24
20000828,0.0,0.3,25.4,33.2,17.2,21.14
20000829,0.0,1.3,27.9,34.8,20.7,23.59
20000830,0.0,1.7,24.8,33.4,20.3,21.54
20000831,0.1,2.0,19.8,26.0,16.0,11.78
20000901,1.6,2.3,14.8,21.6,8.9,12.61
20000902,0.0,0.7,14.3,21.9,7.6,23.31
20000903,0.0,1.0,16.7,23.6,10.4,23.05
20000904,0.0,0.7,17.6,26.7,9.4,22.93
20000905,0.0,2.0,19.2,28.9,11.1,22.09
20000906,0.0,0.0,22.9,30.2,14.6,21.98
20000907,0.0,1.0,23.2,30.3,17.8,19.69
20000908,0.0,1.0,20.2,26.6,15.7,13.83
20000909,0.0,0.0,21.8,27.0,17.0,21.06
20000910,0.0,0.3,22.3,29.3,14.9,21.8
20000911,0.0,0.7,22.0,28.9,15.9,20.54
20000912,0.0,0.3,24.4,32.8,16.4,20.71
20000913,0.0,1.0,25.4,33.9,17.0,21.15
20000914,0.0,1.0,26.7,34.4,18.8,21.03
20000915,0.0,2.3,24.8,30.9,19.1,18.11
20000916,0.1,2.7,24.2,29.3,19.5,19.67
20000917,0.0,0.3,23.8,31.1,17.7,20.79
20000918,0.0,0.3,21.9,28.7,17.3,16.26
20000919,0.0,1.0,23.1,29.8,16.6,20.25
20000920,0.1,1.7,19.5,26.4,14.2,8.43
20000921,0.0,0.7,16.8,21.2,11.9,18.23
20000922,0.0,0.7,15.4,23.2,8.2,19.32
20000923,0.0,0.7,17.8,25.3,11.5,17.85
20000924,0.0,0.7,19.5,28.1,11.3,19.19
20000925,0.0,1.7,22.6,30.5,14.6,18.93
20000926,4.3,2.3,15.4,25.0,9.9,11.44
20000927,3.5,2.0,8.8,12.8,6.1,15.4
20000928,0.0,1.0,9.1,15.6,3.1,18.66
20000929,0.0,0.7,11.5,19.6,5.4,18.13
20000930,0.1,2.3,12.0,15.6,7.8,9.79
20001001,0.2,0.3,11.4,15.5,8.4,12.13
20001002,0.0,0.7,10.9,17.2,6.2,15.57
20001003,0.0,1.0,12.0,16.7,7.4,10.17
20001004,0.0,1.0,13.8,20.4,7.4,15.33
20001005,0.4,2.0,11.7,16.8,10.7,4.66
20001006,0.1,0.3,11.6,15.6,9.1,12.37
20001007,0.1,2.3,9.7,14.6,4.6,12.02
20001008,6.8,3.7,6.2,11.7,0.8,4.5
20001009,3.3,0.3,0.8,3.8,-1.1,13.62
20001010,0.0,1.7,1.1,5.6,-2.8,16.38
20001011,0.0,0.3,2.6,8.1,-1.6,16.01
20001012,0.0,0.7,3.7,9.9,-1.4,15.99
20001013,0.0,1.0,5.3,12.7,-0.2,15.15
20001014,0.0,0.7,7.5,15.2,2.2,14.78
20001015,0.0,1.0,9.0,16.7,3.5,14.3
20001016,0.1,3.7,9.4,14.8,5.4,12.34
20001017,9.2,1.7,3.5,9.2,2.0,4.04
20001018,0.0,1.0,4.0,7.4,1.0,14.15
20001019,0.0,1.3,3.5,7.3,-1.1,13.35
20001020,0.0,1.3,4.6,8.3,0.8,12.34
20001021,0.1,2.0,3.9,6.0,1.8,5.28
20001022,5.1,2.0,3.4,8.6,0.1,6.97
20001023,0.0,1.3,-1.6,1.4,-5.8,13.73
20001024,0.0,1.3,-2.8,1.5,-5.8,13.27
20001025,0.1,0.0,-0.3,3.9,-2.9,6.11
20001026,0.0,1.0,1.4,2.6,-0.6,4.66
20001027,4.1,0.7,1.4,4.1,0.0,4.92
20001028,0.0,0.3,0.6,4.2,-3.2,11.42
20001029,0.0,0.0,2.5,8.0,-0.9,8.73
20001030,0.0,1.7,3.4,8.0,-1.2,11.2
20001031,0.0,0.3,6.2,10.8,2.0,10.89
20001101,0.0,2.0,4.9,9.5,1.5,11.69
20001102,6.0,2.3,2.0,7.1,-0.1,4.49
20001103,0.0,1.3,2.3,6.1,-0.8,12.06
20001104,0.0,1.0,2.7,8.0,-1.5,11.65
20001105,0.1,2.7,0.3,5.1,-1.7,7.94
20001106,0.0,1.0,-2.5,0.4,-5.8,7.66
20001107,0.0,2.0,-2.1,0.6,-5.0,8.83
20001108,0.3,2.0,-2.5,0.0,-3.7,6.94
20001109,0.4,1.0,-3.2,0.6,-7.6,10.73
20001110,0.0,0.7,-3.3,0.5,-6.6,10.53
20001111,0.0,1.7,-3.5,0.6,-7.6,10.25
20001112,0.0,0.7,-3.5,0.7,-7.5,9.05
20001113,0.0,0.0,-2.6,2.6,-6.4,9.24
20001114,0.1,1.0,-1.4,0.9,-2.6,2.83
20001115,0.1,1.3,-0.1,3.6,-1.8,9.25
20001116,0.0,2.3,-2.2,1.3,-6.0,4.27
20001117,2.8,1.0,-1.0,0.4,-2.9,2.73
20001118,0.1,0.7,-1.6,2.0,-4.8,9.0
20001119,0.0,2.0,-2.3,1.0,-5.0,9.09
20001120,0.1,2.0,-4.3,-2.8,-6.5,2.63
20001121,0.1,1.0,-1.6,1.1,-3.1,8.0
20001122,0.1,1.0,-3.1,-1.7,-5.3,2.58
20001123,0.1,1.7,-2.8,0.6,-4.9,5.92
20001124,2.4,1.7,-2.5,-0.2,-4.1,2.52
20001125,0.1,0.7,-6.6,-3.7,-8.4,2.5
20001126,1.0,0.3,-8.3,-6.8,-9.7,2.47
20001127,0.9,0.0,-9.8,-8.0,-11.3,2.45
20001128,0.2,0.7,-11.5,-9.4,-13.9,2.43
20001129,0.3,1.3,-12.4,-10.1,-13.6,2.4
20001130,2.1,2.0,-3.6,-1.8,-12.6,2.38
20001201,1.6,0.7,-6.8,-3.3,-10.9,7.9
20001202,0.2,1.3,-12.7,-8.5,-14.7,5.69
20001203,0.1,0.7,-5.9,3.8,-12.6,7.88
20001204,0.0,1.3,-8.3,-4.3,-11.0,3.25
20001205,0.1,0.7,-3.3,0.5,-8.4,4.57
20001206,0.0,2.7,-5.6,-0.7,-10.0,6.89
20001207,0.0,1.7,-7.0,-4.4,-9.2,6.86
20001208,1.8,1.7,-8.7,-6.7,-10.1,2.25
20001209,0.1,1.7,-13.8,-9.6,-15.8,6.72
20001210,0.1,0.7,-15.2,-12.3,-17.1,6.0
20001211,0.0,1.0,-13.8,-10.7,-15.6,2.52
20001212,0.0,0.0,-13.8,-11.7,-15.7,3.96
20001213,0.0,0.0,-13.8,-10.8,-16.2,4.18
20001214,0.0,0.3,-12.8,-9.5,-15.1,2.19
20001215,0.0,0.0,-9.9,-6.9,-12.6,2.18
20001216,0.0,0.7,-9.1,-2.7,-12.7,3.84
20001217,0.0,0.3,-9.5,-6.5,-13.1,5.05
20001218,1.5,1.0,-3.8,0.1,-8.9,2.17
20001219,0.1,0.0,-5.7,0.0,-8.8,2.16
20001220,0.3,0.7,-8.6,-6.5,-10.4,2.16
20001221,0.1,0.0,-11.1,-6.5,-13.8,5.56
20001222,0.4,0.0,-11.0,-7.0,-13.1,5.49
20001223,0.0,1.7,-9.0,-4.7,-10.3,5.64
20001224,0.0,0.0,-8.4,-5.4,-11.1,4.82
20001225,0.0,0.7,-6.5,-3.4,-10.4,6.34
20001226,0.0,0.7,-8.1,-4.9,-12.0,3.92
20001227,0.0,0.0,-6.4,-2.4,-11.0,3.63
20001228,0.1,0.0,-3.1,-0.3,-6.1,4.32
20001229,0.0,0.0,-5.2,-1.5,-8.6,5.25
20001230,0.4,0.7,-9.2,-7.0,-11.3,2.2
20001231,0.1,0.0,-3.3,-0.6,-7.8,7.67
20010101,0.8,0.0,-5.4,-2.2,-10.4,2.21
20010102,6.0,0.0,-4.6,-3.1,-5.7,2.22
20010103,0.1,0.0,-6.1,-5.0,-6.9,2.23
20010104,0.1,0.0,-5.9,-3.4,-8.4,2.32
20010105,0.1,0.0,-4.1,1.0,-7.8,2.88
20010106,6.4,0.7,-10.0,-1.9,-14.4,2.27
20010107,1.4,0.3,-17.3,-13.8,-21.6,6.3
20010108,0.2,0.0,-23.4,-21.3,-26.0,4.52
20010109,0.0,0.7,-21.5,-17.4,-24.5,7.41
20010110,0.0,1.7,-18.4,-14.3,-21.1,2.82
20010111,2.9,1.0,-4.6,4.1,-17.3,7.18
20010112,0.0,0.7,-8.6,-3.9,-12.7,4.81
20010113,0.1,0.3,-11.3,-9.5,-14.0,2.89
20010114,0.1,1.0,-11.0,-5.7,-13.6,4.47
20010115,0.0,0.7,-10.1,-4.5,-12.9,6.98
20010116,0.1,1.7,-12.2,-9.8,-14.7,6.87
20010117,3.7,0.3,-6.1,-2.6,-11.5,4.0
20010118,0.3,1.0,-9.7,-5.5,-12.6,3.96
20010119,0.2,0.7,-12.3,-8.6,-16.4,7.38
20010120,0.0,0.3,-12.6,-7.8,-14.6,5.05
20010121,0.0,0.7,-10.1,-7.3,-14.1,4.16
20010122,0.0,0.7,-11.1,-7.1,-13.7,7.92
20010123,0.2,0.7,-11.9,-9.0,-13.3,3.89
20010124,0.1,0.7,-12.1,-7.9,-13.3,5.25
20010125,0.1,1.3,-12.5,-7.3,-18.2,2.73
20010126,0.0,1.0,-11.4,-6.6,-13.8,8.75
20010127,0.1,0.3,-15.2,-11.7,-17.3,6.5
20010128,0.1,0.7,-16.4,-12.2,-19.1,9.29
20010129,0.1,0.7,-18.0,-12.4,-23.3,8.28
20010130,0.1,1.0,-13.2,-7.6,-15.6,10.2
20010131,0.1,1.0,-16.7,-10.8,-19.1,7.79
20010201,0.1,1.0,-16.4,-13.7,-19.2,5.9
20010202,0.0,0.3,-15.3,-10.7,-17.7,7.1
20010203,0.1,0.7,-14.1,-9.7,-17.8,9.94
20010204,0.1,1.3,-16.0,-12.3,-18.0,9.85
20010205,0.2,1.7,-16.6,-13.3,-17.8,10.73
20010206,0.0,0.3,-17.6,-13.7,-20.7,11.03
20010207,0.0,1.0,-15.3,-10.8,-18.7,6.99
20010208,0.0,1.0,-12.9,-8.6,-15.4,10.25
20010209,0.0,0.7,-13.7,-10.7,-17.3,8.45
20010210,0.9,0.0,-11.0,-7.8,-14.2,3.36
20010211,3.4,1.0,-7.4,-4.5,-9.9,9.45
20010212,0.3,1.0,-13.3,-7.6,-16.4,10.47
20010213,0.1,0.7,-11.9,-6.0,-16.3,6.62
20010214,0.0,0.7,-8.6,-4.5,-11.8,11.11
20010215,0.1,1.0,-10.4,-6.6,-13.1,11.33
20010216,0.0,1.3,-9.1,-3.5,-14.2,11.55
20010217,0.1,1.3,-5.7,0.5,-10.6,4.55
20010218,0.0,0.7,-4.5,2.1,-8.2,10.91
20010219,0.0,1.0,-3.4,1.3,-7.6,13.21
20010220,0.0,1.3,-4.2,-1.5,-8.2,8.36
20010221,0.4,0.0,-1.1,2.2,-3.6,6.45
20010222,0.0,0.7,-4.3,-1.3,-6.3,10.79
20010223,0.0,1.3,-6.0,-2.3,-8.9,8.29
20010224,0.0,1.0,-2.5,1.4,-5.5,6.09
20010225,0.0,0.7,-3.0,0.5,-6.0,14.1
20010226,0.0,0.0,-2.2,2.9,-6.0,12.84
20010227,0.0,1.7,-0.7,5.1,-3.7,14.71
20010228,0.0,2.0,0.2,4.4,-3.7,14.73
20010301,1.1,2.7,-2.2,2.2,-3.9,11.54
20010302,0.0,1.7,-3.5,1.4,-7.9,15.24
20010303,0.0,1.0,-3.7,0.3,-7.1,12.0
20010304,0.0,0.7,-4.5,-2.0,-7.8,11.5
20010305,0.0,4.3,-5.4,-2.7,-8.7,14.54
20010306,0.0,1.3,-7.4,-3.8,-11.1,16.02
20010307,0.0,1.3,-5.5,-1.9,-7.9,16.28
20010308,0.0,1.0,-2.1,2.2,-6.3,16.29
20010309,0.0,1.7,0.0,4.4,-3.6,16.05
20010310,0.0,0.7,1.3,4.8,-2.5,15.8
20010311,0.0,1.7,3.0,7.7,-0.9,15.93
20010312,0.3,2.0,1.7,5.6,0.1,4.88
20010313,0.1,2.0,-0.5,2.9,-4.2,15.54
20010314,0.0,1.7,-0.1,3.1,-1.9,12.8
20010315,0.0,1.7,1.7,5.6,-0.9,16.84
20010316,0.0,1.3,3.3,9.4,-1.2,17.89
20010317,0.0,1.0,4.9,11.0,-1.1,19.08
20010318,0.0,0.3,6.7,12.9,1.4,19.35
20010319,0.0,1.3,7.9,14.6,2.1,19.09
20010320,0.0,1.3,9.7,15.7,4.8,15.98
20010321,0.0,2.0,8.9,13.7,3.2,18.27
20010322,0.0,0.3,10.4,16.5,4.8,20.04
20010323,0.0,2.7,10.1,16.5,4.3,20.17
20010324,0.0,1.7,10.2,17.1,3.3,20.31
20010325,0.0,1.3,11.6,18.2,4.3,20.58
20010326,0.0,1.0,13.0,19.4,6.4,20.71
20010327,0.0,3.0,13.7,23.1,6.9,20.98
20010328,0.0,2.0,16.8,23.3,8.9,20.97
20010329,0.0,2.7,16.7,23.3,10.2,21.1
20010330,0.0,1.0,16.5,23.8,9.0,20.52
20010331,0.0,2.0,17.1,23.3,10.2,19.21
20010401,0.0,0.7,18.2,24.3,12.7,20.04
20010402,8.8,4.7,7.4,21.9,3.0,6.0
20010403,1.4,0.3,6.5,9.4,2.4,11.86
20010404,0.0,1.7,8.2,14.7,1.4,22.42
20010405,1.1,7.7,11.5,16.5,5.5,7.62
20010406,1.4,2.0,7.9,12.6,3.7,21.48
20010407,2.9,3.0,2.9,11.8,-4.1,6.25
20010408,0.1,4.0,-0.2,4.2,-3.2,21.56
20010409,0.0,1.0,2.1,7.1,-2.9,23.15
20010410,0.0,1.7,5.2,12.1,-1.5,22.82
20010411,0.0,1.0,10.0,16.7,3.2,22.63
20010412,0.0,1.3,12.4,19.2,5.2,23.04
